TextId,Translated,Original
ending0202_m line Text01,"Since entering the Pavilion, all that she carried with her,",打从入阁起，她身上所负之物，
ending0202_m line Text02,was something intangible and unknowable.,便是常人无所触及，亦无法同感之物。
ending0202_m line Text03,"The decline of the Zhong family didn't happen over night, nor it would have been easy to reverse by one person.",钟家衰败非一朝一夕，单凭一人，又怎能轻易回天挽日。
ending0202_m line Text04,"Even at the start of your journey, with your ignorance of Jianghu, you knew there was a weight on her shoulders.",便是当初不谙江湖的你，亦知晓压在她双肩之上，是何等沉重的责任。
ending0202_m line Text05,"The changes of Wulin, the coming enemies, sorrow, and truths...",随着武林风云变色，接踵而来的敌人、悲剧、真相……
ending0202_m line Text06,"All of of them struck her beliefs, ate at her spirit.",无一不重击着她的信念，蚕食着她的精神。
ending0202_m line Text07,"Even so, you have never seen the spark in those eyes dim.",即便如此，你也未见过那眼中星火，有过熄灭迹象。
ending0202_m line Text08_1,Those this shoulders standing before the waves of the Sun Moon Villa.,瘦小的双肩立于名为日月山庄的浪涛前，
ending0202_m line Text08,"Their own strength, is it enough to hold up this sinking ship?",仅凭孤身一人，真能将这欲坠之舟撑起？
ending0202_m line Text09,"""No, she isn't alone""",「不，她并非孤军奋斗。」
ending0202_m line Text10,"""No, I'm not alone""",「不，我不是孤身一人。」
ending0202_m line Text11,"When you speak what's in your heart, there was connection. You look into each others eyes and smile.",将心中所想脱口而出，倒是心有灵犀，你们相视一眼，而后轻笑。
ending0202_m line Text12,"Under the purple cherry tree, you lean on each other, looking towards the infinite sea of flowers,",紫樱树下，你们相互依偎，望向远方无尽花海，
ending0202_m line Text13,"no matter how difficult the road ahead is, or what challenges lay before you...",无论前方有何难关，又有何崎岖艰苦等待着……
ending0202_m line Text14,"You will walk together, supporting each other,",你们都将相互扶持，一同迈进，
ending0202_m line Text15,believing until the end.,深信，拂晓终至。
ending0203_m title,Flying together,比翼同行
ending0203_m line Text00,,
ending0203_m line Text01,"The scene of the welcoming banquet is still fresh in your mind, that smile, as welcoming as it was, you didn't think much more of it.",犹记新生宴初见，她讪然轻笑，那时只觉亲切，未做他想。
ending0203_m line Text02,"But then, the winds of change came, you walked by her side,",而后世道风云渐起，你与她并肩而行，
ending0203_m line Text03,"She became your shield, and you became her protector.",她成了你强劲的后援，你则为护卫她的剑刃。
ending0203_m line Text04,"You've seen her anger because you were poisoned, you've seen her pride when teaching.",你见过她因你受毒而发怒，见过她教授武艺时的一抹骄傲。
ending0203_m line Text05,"You've seen her guilt from killing, her frustration when she was confused.",见过她因杀业而自责万分，见过她迷茫时的颓然自弃。
ending0203_m line Text06,"And only you've seen, when you said you would carry everything with her, her tearful and shy smile.",也仅有你见过，当你说要与她一同分担痛苦与憎恨时，她含泪而笑，娇羞的模样。
ending0203_m line Text07,"You tie the wood sword with the red tassle on their hip, on the flower terrace,",你将红穗木剑别于腰际，缘花台上，
ending0203_m line Text08,"You see their hair in the wnd floating, as they turn and smile.",你见那人束发随风摇曳，转身朝你一笑。
ending0203_m line Text09,"The scar on their face, is proof of that decision. The sword, is the weight you have to carry  today on.",脸上的伤疤，是与过往诀别之证，腰上的细剑，是今后要背负的，生者的憎恨。
ending0203_m line Text10,"Even if infinite time was spent, if people demean and laugh about the gullibility and absurdity.",纵使要耗费数载光阴，哪怕遭遇唾弃，嘲笑着天真、愚钝。
ending0203_m line Text11,"You hold each other's hands tightly,",你们也将握紧彼此的双手，
ending0203_m line Text12,"and head towards the unknown future, together.",朝着那未知的尽头，一同迈进。
ending0204_m title,"Warming Flames, Flowing Fireflies",煦火流萤
ending0204_m line Text00,,
ending0204_m line Text01,"Looking at the distant setting sun, bright as flames.",望着远方残阳，红艳如煦。
ending0204_m line Text02,"Thinking about the past, bandits, assassins, corpse zombies, Blood Wolves,",遥想过往，山贼，刺客、尸人、血狼，
ending0204_m line Text03,"at first, your paths only crossed because of fighting.",自初识起，你们的路途，便充斥着战斗。
ending0204_m line Text04,"Ambush, Poison, Challenges kept coming, but neither of you gave up the other.",埋伏、中毒，难关接踵而至，但你们谁也未抛下谁。
ending0204_m line Text05,"Just like the path of Xia, there's sadness, sorrw, but you finally accepted her.",就同那侠道一般，有悲伤，有迷惘，而你终究认可了她。
ending0204_m line Text06,"Evil, has to be stopped at the beginning.",恶，需止于襁褓。
ending0204_m line Text07,"Since t hen, no matter where on the battlefield,",自此之后，无论位于沙场何处，
ending0204_m line Text08,That flaming light will always accompany you.,那抹火光边上，总伴随着你。
ending0204_m line Text09,"You are her strongest shield, and her safest harbor.",你会是她最坚强的后盾，也是最安全的港湾。
ending0204_m line Text10,"No matter where the road is, you two will hold hands and charge forward.",无论前方道路如何，你俩将携手并进，一往无前。
ending0204_m line Text11,You smile.,你微笑着。
ending0204_m line Text12,"That distant sun, bright as flames.",望着远方残阳，红艳如她。
ending0205_m title,Falling Cherry Blossoms in ithe wind.,落樱随风
ending0205_m line Text01,"She is a Master, you were a student.",她是师父，你为弟子。
ending0205_m line Text02,"...You thought, that was it.",…原本以为，只是这样。
ending0205_m line Text03,Until you slowly melted away her caution.,直至你渐渐融去她的防备，
ending0205_m line Text04,"Under that emotionless mask, that disciplined sword,",才知那漠然的面具，一丝不苟的剑术下，
ending0205_m line Text05,is a tender heart.,亦是颗仿徨柔嫩的心。
ending0205_m line Text06,"You, were her decision to take off the mask.",是你，让她决心卸下面具，
ending0205_m line Text07,"To drop the act, drop the stubborness, drop the wall between her and the world.",卸下伪装、卸下倔犟，卸下与这世间的隔阂。
ending0205_m line Text08,"You, on the Path of Xia, so she is not alone.",是你，侠道之路，她不至踽踽独行，
ending0205_m line Text09,"The path ahead, together.",眼望歧途，二人携手共进。
ending0205_m line Text10,,
ending0205_m line Text11,"Standing under the purple cherry tree, waiting with her mask,",站在紫樱树下，她久违的覆着面具，
ending0205_m line Text12,it can't hide the redness on her neck.,却掩盖不住泛红的秀颈，
ending0205_m line Text13,"You gently take off the mask, and look into her eyes, asking",你轻柔的取下面具，望进她的双眼，问道：
ending0205_m line Text14,"""The road is long, would Master allow me to be your bodyguard?""",「长路漫漫，师父可愿使弟子护道？」
ending0205_m line Text15,"A slight nod, the flowers floating in the wind reflect in your eyes, landing on her heart.",她微微点了头，紫樱花瓣轻飘，映入眼眸，落在心头。
ending0206_f title,Ten miles of flying petals,十里飞花
ending0206_f line Text01,"The shore of Poyang Lake, is where you first met.",鄱阳湖畔，是你们初遇之地。
ending0206_f line Text02,"He is also the first swordsman you met when you enter the Jianghu,",他也是初入江湖的你，遇见的第一位剑客，
ending0206_f line Text03,"Martial art and wine is two of his favorites, just like a Xia decribed in the Wuxia novels.",好武成痴、好酒成性，宛如武侠话本描绘的江湖侠客。
ending0206_f line Text04,"He's boldness and daring always inspire people around him,",他潇洒、飒爽，总让周遭人们受他鼓舞，
ending0206_f line Text05,"but only you know, behind his outgoing appearance, there's a calm and soft heart.",但只有你知道，在他开朗的外表下，有着平静且柔和的心。
ending0206_f line Text06,,
ending0206_f line Text07,How would a swordsman that doesn't kill deliver justice in this Jianghu? He's yet to have an answer.,一个不杀人的剑客，如何行走江湖、遂行正义？他还没有答案。
ending0206_f line Text08,"But he knows, so long as you can walk this benevelent path of Xia with him,",但他明白，只要一路上有你相伴，能与他一起走在这条仁侠之道上，
ending0206_f line Text09,he is confident that he would find the answer along with you...,他就有信心，能与你一同找到答案……
ending0206_f line Text10,"""If I can put that down, we can start over now.""",「只要放下，现在就可以重新开始。」
ending0206_f line Text11,"You repeat this to yourself, under the purple chrrey tree at the Flower Terrance.",缘花台的紫樱树下，你在心里默念这句话。
ending0206_f line Text12,,
ending0206_f line Text13,"In the purple cherry petals dancing in the wind, and wide open scenery at the sunsetting Flower Terrance,",你们看着随风飘落的紫樱花瓣，与缘花夕照的辽阔景致，
ending0206_f line Text14,"He invited you to travel with him, to the remote, vast and bueatiful place in the Jianghu,",他相邀要和你去这江湖中，最辽远、最广阔、也最美的地方。
ending0206_f line Text15,you smiled and agreed.,你轻笑应允。
ending0206_f line Text16,"But you all know, even the most bueatiful, most vast scenery in the entire Jianghu,",但你们明白，就算是江湖中最美丽且壮阔的景色，
ending0206_f line Text17,"can never be compared to this place,",也永远比不上这里，
ending0206_f line Text18,"the place where you two be acquaintant, and connect heart-to-heart...",这个让你们心投意合、相知相惜的地方……
ending0207_f title,Sharing joys and sorrows,悲欢共度
ending0207_f line Text01,"The difference in physique you two born with, created the rivary when he met you for the first time,",先天的体质差异，让他初见于你，便对你起了竞争心，
